"","PMID","Title","Authors","Citation","First.Author","Journal.Book","Publication.Year","Create.Date","PMCID","NIHMS.ID","DOI"
"4919",37494129,"Screening of the shared pathogenic genes of ulcerative colitis and colorectal cancer by integrated bioinformatics analysis","Shi X, Yu J, Lu C, Luo Q, Xu C, Li J, Wang W.","J Cell Mol Med. 2024 Mar;28(5):e17878. doi: 10.1111/jcmm.17878. Epub 2023 Jul 26.","Shi X","J Cell Mol Med",2024,"2023/07/26","PMC10902564","","10.1111/jcmm.17878"
"4920",37593106,"Heterologous expression, purification and structural features of native Dictyostelium discoideum dye-decolorizing peroxidase bound to a natively incorporated heme","Kalkan Ö, Kantamneni S, Brings L, Han H, Bean R, Mancuso AP, Koua FHM.","Front Chem. 2023 Aug 1;11:1220543. doi: 10.3389/fchem.2023.1220543. eCollection 2023.","Kalkan Ö","Front Chem",2023,"2023/08/18","PMC10427876","","10.3389/fchem.2023.1220543"
"4921",36841130,"Nutritional additives dominance in driving the bacterial communities succession and bioremediation of hydrocarbon and heavy metal contaminated soil microcosms","Cavazzoli S, Squartini A, Sinkkonen A, Romantschuk M, Rantalainen AL, Selonen V, Roslund MI.","Microbiol Res. 2023 May;270:127343. doi: 10.1016/j.micres.2023.127343. Epub 2023 Feb 22.","Cavazzoli S","Microbiol Res",2023,"2023/02/25","","","10.1016/j.micres.2023.127343"
"4922",37848003,"Hepatocellular Carcinoma Subtyping and Prognostic Model Construction Based on Chemokine-Related Genes","Guo Q, Huang Y, Zhan X.","Med Princ Pract. 2023;32(6):332-342. doi: 10.1159/000534537. Epub 2023 Oct 17.","Guo Q","Med Princ Pract",2023,"2023/10/17","PMC10727522","","10.1159/000534537"
"4923",37469874,"Identification of the biological processes, immune cell landscape, and hub genes shared by acute anaphylaxis and ST-segment elevation myocardial infarction","Peng Z, Chen H, Wang M.","Front Pharmacol. 2023 Jul 4;14:1211332. doi: 10.3389/fphar.2023.1211332. eCollection 2023.","Peng Z","Front Pharmacol",2023,"2023/07/20","PMC10353022","","10.3389/fphar.2023.1211332"
"4924",37344870,"HOPX is a tumor-suppressive biomarker that corresponds to T cell infiltration in skin cutaneous melanoma","He S, Ding Y, Ji Z, Yuan B, Chen J, Ren W.","Cancer Cell Int. 2023 Jun 21;23(1):122. doi: 10.1186/s12935-023-02962-2.","He S","Cancer Cell Int",2023,"2023/06/21","PMC10286411","","10.1186/s12935-023-02962-2"
"4925",36586077,"Prognostic Genomic Markers of Pathological Stage in Oral Squamous Cell Carcinoma","Kuk SK, Lee JI, Kim K.","Head Neck Pathol. 2023 Jun;17(2):409-421. doi: 10.1007/s12105-022-01516-8. Epub 2022 Dec 31.","Kuk SK","Head Neck Pathol",2023,"2022/12/31","PMC10293537","","10.1007/s12105-022-01516-8"
"4926",37094460,"Characteristics of size-exclusion chromatography enriched porcine follicular fluid extracellular vesicles","Kamińska K, Godakumara K, Świderska B, Malinowska A, Midekessa G, Sofińska K, Barbasz J, Fazeli A, Grzesiak M.","Theriogenology. 2023 Jul 15;205:79-86. doi: 10.1016/j.theriogenology.2023.04.010. Epub 2023 Apr 14.","Kamińska K","Theriogenology",2023,"2023/04/24","","","10.1016/j.theriogenology.2023.04.010"
"4927",37419051,"Proteomic research on new urinary biomarkers of renal disease in canine leishmaniosis: Survival and monitoring response to treatment","González MA, Barrera-Chacón R, Peña FJ, Belinchón-Lorenzo S, Robles NR, Pérez-Merino EM, Martín-Cano FE, Duque FJ.","Res Vet Sci. 2023 Aug;161:180-190. doi: 10.1016/j.rvsc.2023.06.016. Epub 2023 Jun 22.","González MA","Res Vet Sci",2023,"2023/07/07","","","10.1016/j.rvsc.2023.06.016"
"4928",37107656,"Computational Analysis Reveals Distinctive Interaction of miRNAs with Target Genes in the Pathogenesis of Chronic Kidney Disease","Salim HMU, Dandare A, Khalil F, Liaquat A, Khan MJ, Naeem A.","Genes (Basel). 2023 Apr 12;14(4):898. doi: 10.3390/genes14040898.","Salim HMU","Genes (Basel)",2023,"2023/04/28","PMC10137451","","10.3390/genes14040898"
"4929",37498303,"Identification of TGF-β-related genes in cardiac hypertrophy and heart failure based on single cell RNA sequencing","Huang K, Wu H, Xu X, Wu L, Li Q, Han L.","Aging (Albany NY). 2023 Jul 26;15(14):7187-7218. doi: 10.18632/aging.204901. Epub 2023 Jul 26.","Huang K","Aging (Albany NY)",2023,"2023/07/27","PMC10415570","","10.18632/aging.204901"
"4930",37187809,"Identification of the metabolic state of surviving cardiomyocytes in the human infarcted heart by spatial single-cell transcriptomics","Shen Y, Kim IM, Weintraub NL, Tang Y.","Cardiol Plus. 2023 Jan-Mar;8(1):18-26. doi: 10.1097/CP9.0000000000000038. Epub 2023 Apr 4.","Shen Y","Cardiol Plus",2023,"2023/05/15","PMC10180026","NIHMS1880553","10.1097/CP9.0000000000000038"
"4931",37483184,"Revealing the Mechanisms of Byu dMar 25 in the Treatment of Alzheimer's Disease through Network Pharmacology, Molecular Docking, and In Vivo Experiment","Du Y, Guo J, Zhou Y, Yan S, Xu B, Wang Y, Lu D, Ma Z, Chen Q, Tang Q, Zhang W, Zhu J, Huang Y, Yang C.","ACS Omega. 2023 Jun 13;8(28):25066-25080. doi: 10.1021/acsomega.3c01683. eCollection 2023 Jul 18.","Du Y","ACS Omega",2023,"2023/07/24","PMC10357573","","10.1021/acsomega.3c01683"
"4932",37570910,"A Chromosome-Level Genome of 'Xiaobaixing' (Prunus armeniaca L.) Provides Clues to Its Domestication and Identification of Key bHLH Genes in Amygdalin Biosynthesis","Guo L, Xie F, Huang X, Luo Z.","Plants (Basel). 2023 Jul 25;12(15):2756. doi: 10.3390/plants12152756.","Guo L","Plants (Basel)",2023,"2023/08/12","PMC10421183","","10.3390/plants12152756"
"4933",38107324,"High CD49a+ NK cell infiltrate is associated with poor clinical outcomes in Hepatocellular Carcinoma","Zecca A, Barili V, Boni C, Fisicaro P, Vecchi A, Rossi M, Reverberi V, Montali A, Pedrazzi G, Ferrari C, Cariani E, Missale G.","Heliyon. 2023 Nov 21;9(12):e22680. doi: 10.1016/j.heliyon.2023.e22680. eCollection 2023 Dec.","Zecca A","Heliyon",2023,"2023/12/18","PMC10724659","","10.1016/j.heliyon.2023.e22680"
"4934",37711209,"miRNome expression analysis in canine diffuse large B-cell lymphoma","Elshafie NO, Gribskov M, Lichti NI, Sayedahmed EE, Childress MO, Dos Santos AP.","Front Oncol. 2023 Aug 30;13:1238613. doi: 10.3389/fonc.2023.1238613. eCollection 2023.","Elshafie NO","Front Oncol",2023,"2023/09/15","PMC10499539","","10.3389/fonc.2023.1238613"
"4935",37534326,"Analysis of ceRNA Regulatory Mechanism of Rape Pollen Allergy Based on Whole-Transcriptome Sequencing of Peripheral Blood Mononuclear Cells","Wang Y, Li J, Wang F, Cui Y, Song L, Ruan B, Yu Y.","J Asthma Allergy. 2023 Jul 27;16:775-788. doi: 10.2147/JAA.S416772. eCollection 2023.","Wang Y","J Asthma Allergy",2023,"2023/08/03","PMC10390718","","10.2147/JAA.S416772"
"4936",37115566,"First report of Ludwigia yellow vein Vietnam virus causing leaf curling on tobacco plants in Hainan province, China","Wang D, Zhang X, Yin Y, Chen D, Ye J.","Plant Dis. 2023 Apr 28. doi: 10.1094/PDIS-01-23-0034-PDN. Online ahead of print.","Wang D","Plant Dis",2023,"2023/04/28","","","10.1094/PDIS-01-23-0034-PDN"
"4937",37593743,"Metabolomic and transcriptomic profiling reveals the effect of dietary protein and lipid levels on growth performance in loach (Paramisgurnus dabryanus)","Wang ZR, Li SY, Zhang YZ, Li YA, Huo HH, Yu CQ, Zhou QB.","Front Immunol. 2023 Aug 1;14:1236812. doi: 10.3389/fimmu.2023.1236812. eCollection 2023.","Wang ZR","Front Immunol",2023,"2023/08/18","PMC10431964","","10.3389/fimmu.2023.1236812"
"4938",37821946,"Global analysis of suppressor mutations that rescue human genetic defects","Ünlü B, Pons C, Ho UL, Batté A, Aloy P, van Leeuwen J.","Genome Med. 2023 Oct 12;15(1):78. doi: 10.1186/s13073-023-01232-0.","Ünlü B","Genome Med",2023,"2023/10/11","PMC10568808","","10.1186/s13073-023-01232-0"
"4939",37141245,"Respiratory Effects of Traffic-Related Air Pollution: A Randomized, Crossover Analysis of Lung Function, Airway Metabolome, and Biomarkers of Airway Injury","Zhu X, Zhang Q, Du X, Jiang Y, Niu Y, Wei Y, Zhang Y, Chillrud SN, Liang D, Li H, Chen R, Kan H, Cai J.","Environ Health Perspect. 2023 May;131(5):57002. doi: 10.1289/EHP11139. Epub 2023 May 4.","Zhu X","Environ Health Perspect",2023,"2023/05/04","PMC10159268","","10.1289/EHP11139"
"4940",37533067,"APP family member dimeric complexes are formed predominantly in synaptic compartments","Schilling S, August A, Meleux M, Conradt C, Tremmel LM, Teigler S, Adam V, Müller UC, Koo EH, Kins S, Eggert S.","Cell Biosci. 2023 Aug 2;13(1):141. doi: 10.1186/s13578-023-01092-6.","Schilling S","Cell Biosci",2023,"2023/08/02","PMC10398996","","10.1186/s13578-023-01092-6"
"4941",36968403,"Genome-wide identification of bHLH transcription factors and their response to salt stress in Cyclocarya paliurus","Zhang Z, Fang J, Zhang L, Jin H, Fang S.","Front Plant Sci. 2023 Mar 9;14:1117246. doi: 10.3389/fpls.2023.1117246. eCollection 2023.","Zhang Z","Front Plant Sci",2023,"2023/03/27","PMC10035414","","10.3389/fpls.2023.1117246"
"4942",36994633,"Peripheral signature of altered synaptic integrity in young onset cannabis use disorder: A proteomic study of circulating extracellular vesicles","Ganesh S, Lam TT, Garcia-Milian R, Cyril D'Souza D, Nairn AC, Elgert K, Eitan E, Ranganathan M.","World J Biol Psychiatry. 2023 Sep-Oct;24(7):603-613. doi: 10.1080/15622975.2023.2197039. Epub 2023 Apr 13.","Ganesh S","World J Biol Psychiatry",2023,"2023/03/30","PMC10471733","NIHMS1913860","10.1080/15622975.2023.2197039"
"4943",37249056,"Recurrent implantation failure versus recurrent implantation success: a preliminary study at proteomic level","Zhao J, Hao J, Xu B, Li Y.","Gynecol Endocrinol. 2023 Dec;39(1):2217261. doi: 10.1080/09513590.2023.2217261.","Zhao J","Gynecol Endocrinol",2023,"2023/05/30","","","10.1080/09513590.2023.2217261"
"4944",37502702,"Combined genomic and transcriptomic analysis reveals the contribution of tandem duplication genes to low-temperature adaptation in perennial ryegrass","Wang W, Li X, Fan S, He Y, Wei M, Wang J, Yin Y, Liu Y.","Front Plant Sci. 2023 Jul 12;14:1216048. doi: 10.3389/fpls.2023.1216048. eCollection 2023.","Wang W","Front Plant Sci",2023,"2023/07/28","PMC10368995","","10.3389/fpls.2023.1216048"
"4945",37315292,"Machine learning and single cell RNA sequencing analysis identifies regeneration-related hepatocytes and highlights a Birc5-related model for identifying cell proliferative ability","Du Y, Jian S, Wang X, Yang C, Qiu H, Fang K, Yan Y, Shi J, Li J.","Aging (Albany NY). 2023 Jun 14;15(11):5007-5031. doi: 10.18632/aging.204775. Epub 2023 Jun 14.","Du Y","Aging (Albany NY)",2023,"2023/06/14","PMC10292894","","10.18632/aging.204775"
"4946",36844870,"TREM2 as a Prognostic Biomarker for Osteosarcoma Microenvironment Remodeling","Shen ZL, Chen ZY, Ji Y, Jiang H, Zhu ZP, Yuan H, Li B, Xu W, Xiao J.","J Oncol. 2023 Feb 17;2023:3677789. doi: 10.1155/2023/3677789. eCollection 2023.","Shen ZL","J Oncol",2023,"2023/02/27","PMC9957636","","10.1155/2023/3677789"
"4947",37709932,"Predicting lung adenocarcinoma prognosis, immune escape, and pharmacomic profile from arginine and proline-related genes","Wang Z, Zhang J, Shi S, Ma H, Wang D, Zuo C, Zhang Q, Lian C.","Sci Rep. 2023 Sep 14;13(1):15198. doi: 10.1038/s41598-023-42541-z.","Wang Z","Sci Rep",2023,"2023/09/14","PMC10502151","","10.1038/s41598-023-42541-z"
"4948",37438122,"The Prognosis and Immunotherapy Prediction Model of Ovarian Serous Cystadenocarcinoma Patient was Constructed Based on Cuproptosis-Related LncRNA","Guo J, Zhou M, Li J, Yang Y, Hu Y, Tang T, Quan Y.","Tohoku J Exp Med. 2024 Feb 23;262(2):63-74. doi: 10.1620/tjem.2023.J056. Epub 2023 Jul 13.","Guo J","Tohoku J Exp Med",2024,"2023/07/12","","","10.1620/tjem.2023.J056"
"4949",37896097,"Identification of Crucial Genes and Regulatory Pathways in Alfalfa against Fusarium Root Rot","Wang S, Han H, Zhang B, Wang L, Wu J, Chen Z, Lin K, Hao J, Jia R, Zhang Y.","Plants (Basel). 2023 Oct 21;12(20):3634. doi: 10.3390/plants12203634.","Wang S","Plants (Basel)",2023,"2023/10/28","PMC10610399","","10.3390/plants12203634"
"4950",37012284,"Transcriptomic data meta-analysis reveals common and injury model specific gene expression changes in the regenerating zebrafish heart","Botos MA, Arora P, Chouvardas P, Mercader N.","Sci Rep. 2023 Apr 3;13(1):5418. doi: 10.1038/s41598-023-32272-6.","Botos MA","Sci Rep",2023,"2023/04/03","PMC10070245","","10.1038/s41598-023-32272-6"
"4951",37501187,"Pan-cancer analysis from multi-omics data reveals AAMP as an unfavourable prognostic marker","Wang Y, Liu T, Zhang K, Huang RH, Jiang L.","Eur J Med Res. 2023 Jul 27;28(1):258. doi: 10.1186/s40001-023-01234-z.","Wang Y","Eur J Med Res",2023,"2023/07/27","PMC10373365","","10.1186/s40001-023-01234-z"
"4952",38084139,"LINC01936 inhibits the proliferation and metastasis of lung squamous cell carcinoma probably by EMT signaling and immune infiltration","Tian Q, Liu X, Li A, Wu H, Xie Y, Zhang H, Wu F, Chen Y, Bai C, Zhang X.","PeerJ. 2023 Dec 7;11:e16447. doi: 10.7717/peerj.16447. eCollection 2023.","Tian Q","PeerJ",2023,"2023/12/12","PMC10710776","","10.7717/peerj.16447"
"4953",37929643,"Breast adipose tissue-derived extracellular vesicles from obese women alter tumor cell metabolism","Liu S, Benito-Martin A, Pelissier Vatter FA, Hanif SZ, Liu C, Bhardwaj P, Sethupathy P, Farghli AR, Piloco P, Paik P, Mushannen M, Dong X, Otterburn DM, Cohen L, Bareja R, Krumsiek J, Cohen-Gould L, Calto S, Spector JA, Elemento O, Lyden DC, Brown KA.","EMBO Rep. 2023 Dec 6;24(12):e57339. doi: 10.15252/embr.202357339. Epub 2023 Nov 6.","Liu S","EMBO Rep",2023,"2023/11/06","PMC10702795","","10.15252/embr.202357339"
"4954",38136958,"Chloroplast Genome Comparison and Phylogenetic Analysis of the Commercial Variety Actinidia chinensis 'Hongyang'","Liu H, Liu X, Sun C, Li HL, Li ZX, Guo Y, Fu XQ, Liao QH, Zhang WL, Liu YQ.","Genes (Basel). 2023 Nov 27;14(12):2136. doi: 10.3390/genes14122136.","Liu H","Genes (Basel)",2023,"2023/12/23","PMC10743354","","10.3390/genes14122136"
"4955",37692763,"Construction of an efferocytosis-related long non-coding ribonucleic acid scoring system to predict clinical outcome and immunotherapy response in pancreatic adenocarcinoma","Zhou C, Gan X, Sun S, Wang L, Zhang Y, Zhang J.","Biochem Biophys Rep. 2023 Sep 1;35:101540. doi: 10.1016/j.bbrep.2023.101540. eCollection 2023 Sep.","Zhou C","Biochem Biophys Rep",2023,"2023/09/11","PMC10482751","","10.1016/j.bbrep.2023.101540"
"4956",37884970,"Development and validation of an individualized gene expression-based signature to predict overall survival of patients with high-grade serous ovarian carcinoma","Yuan D, Zhu H, Wang T, Zhang Y, Zheng X, Qu Y.","Eur J Med Res. 2023 Oct 27;28(1):465. doi: 10.1186/s40001-023-01376-0.","Yuan D","Eur J Med Res",2023,"2023/10/26","PMC10604403","","10.1186/s40001-023-01376-0"
"4957",37370046,"A novel nomogram based on cell cycle-related genes for predicting overall survival in early-onset colorectal cancer","Xiang M, Gao Y, Zhou Y, Wang M, Yao X.","BMC Cancer. 2023 Jun 27;23(1):595. doi: 10.1186/s12885-023-11075-y.","Xiang M","BMC Cancer",2023,"2023/06/27","PMC10303343","","10.1186/s12885-023-11075-y"
"4958",36805674,"Conservatively transmitted alleles of key agronomic genes provide insights into the genetic basis of founder parents in bread wheat (Triticum aestivum L.)","Li C, Zhuang L, Li T, Hou J, Liu H, Jian C, Li H, Zhao J, Liu Y, Xi W, Hao P, Liu S, Si X, Wang X, Zhang X, Hao C.","BMC Plant Biol. 2023 Feb 18;23(1):100. doi: 10.1186/s12870-023-04098-x.","Li C","BMC Plant Biol",2023,"2023/02/22","PMC9938602","","10.1186/s12870-023-04098-x"
"4959",36968605,"Development and validation of a genomic nomogram based on a ceRNA network for comprehensive analysis of obstructive sleep apnea","Liu W, Sun X, Huang J, Zhang J, Liang Z, Zhu J, Chen T, Zeng Y, Peng M, Li X, Zeng L, Lei W, Cheng J.","Front Genet. 2023 Mar 10;14:1084552. doi: 10.3389/fgene.2023.1084552. eCollection 2023.","Liu W","Front Genet",2023,"2023/03/27","PMC10036397","","10.3389/fgene.2023.1084552"
"4960",37254219,"NPM3 as a novel oncogenic factor and poor prognostic marker contributes to cell proliferation and migration in lung adenocarcinoma","Wei S, Xing J, Lu K, Wang K, Yu W.","Hereditas. 2023 May 31;160(1):27. doi: 10.1186/s41065-023-00289-6.","Wei S","Hereditas",2023,"2023/05/30","PMC10230701","","10.1186/s41065-023-00289-6"
"4961",37863223,"Metagenomic insights into the microbial cooperative networks of a benz(a)anthracene-7,12-dione degrading community from a creosote-contaminated soil","Jiménez-Volkerink SN, Jordán M, Smidt H, Minguillón C, Vila J, Grifoll M.","Sci Total Environ. 2024 Jan 10;907:167832. doi: 10.1016/j.scitotenv.2023.167832. Epub 2023 Oct 18.","Jiménez-Volkerink SN","Sci Total Environ",2024,"2023/10/20","","","10.1016/j.scitotenv.2023.167832"
"4962",38239853,"Dissecting cellular heterogeneity and intercellular communication in cholangiocarcinoma: implications for individualized therapeutic strategies","Zhou ZQ, Zhang Y, Xu ZY, Tang XL, Chen XH, Guan J, Zhang ZY.","Front Genet. 2024 Jan 4;14:1241834. doi: 10.3389/fgene.2023.1241834. eCollection 2023.","Zhou ZQ","Front Genet",2024,"2024/01/19","PMC10794609","","10.3389/fgene.2023.1241834"
"4963",37195706,"Association of Somatic ATP2A2 Damaging Variants With Grover Disease","Seli D, Ellis KT, Goldust M, Shah K, Hu R, Zhou J, McNiff JM, Choate KA.","JAMA Dermatol. 2023 Jul 1;159(7):745-749. doi: 10.1001/jamadermatol.2023.1139.","Seli D","JAMA Dermatol",2023,"2023/05/17","PMC10193258","","10.1001/jamadermatol.2023.1139"
"4964",37278291,"Glial-dependent clustering of voltage-gated ion channels in Drosophila precedes myelin formation","Rey S, Ohm H, Moschref F, Zeuschner D, Praetz M, Klämbt C.","Elife. 2023 Jun 6;12:e85752. doi: 10.7554/eLife.85752.","Rey S","Elife",2023,"2023/06/06","PMC10287160","","10.7554/eLife.85752"
"4965",37658326,"Epigenetic regulation of functional candidate genes for milk production traits in dairy sheep subjected to protein restriction in the prepubertal stage","Fonseca PAS, Suárez-Vega A, Esteban-Blanco C, Pelayo R, Marina H, Gutiérrez-Gil B, Arranz JJ.","BMC Genomics. 2023 Sep 1;24(1):511. doi: 10.1186/s12864-023-09611-y.","Fonseca PAS","BMC Genomics",2023,"2023/09/01","PMC10472666","","10.1186/s12864-023-09611-y"
"4966",37867480,"Integrative analysis of immune-related signature profiles in eosinophilic chronic rhinosinusitis with nasal polyposis","Kan X, Guan R, Hao J, Zhao C, Sun Y.","FEBS Open Bio. 2023 Dec;13(12):2273-2289. doi: 10.1002/2211-5463.13720. Epub 2023 Nov 7.","Kan X","FEBS Open Bio",2023,"2023/10/23","PMC10699107","","10.1002/2211-5463.13720"
"4967",36776859,"Follicle-like tertiary lymphoid structures: A potential biomarker for prognosis and immunotherapy response in patients with laryngeal squamous cell carcinoma","Liang H, Zhang Z, Guan Z, Zheng S, Lou J, Liu W, Cai Q, Si Y.","Front Immunol. 2023 Jan 27;14:1096220. doi: 10.3389/fimmu.2023.1096220. eCollection 2023.","Liang H","Front Immunol",2023,"2023/02/13","PMC9912937","","10.3389/fimmu.2023.1096220"
"4968",36675190,"A Hypoxia Molecular Signature-Based Prognostic Model for Endometrial Cancer Patients","Jiao Y, Geng R, Zhong Z, Ni S, Liu W, He Z, Gan S, Huang Q, Liu J, Bai J.","Int J Mol Sci. 2023 Jan 14;24(2):1675. doi: 10.3390/ijms24021675.","Jiao Y","Int J Mol Sci",2023,"2023/01/21","PMC9866886","","10.3390/ijms24021675"
"4969",37249237,"Identification and verification of ferroptosis-related genes in diabetic foot using bioinformatics analysis","Wang X, Dai S, Zheng W, Chen W, Li J, Chen X, Zhou S, Yang R.","Int Wound J. 2023 Oct;20(8):3191-3203. doi: 10.1111/iwj.14198. Epub 2023 May 30.","Wang X","Int Wound J",2023,"2023/05/30","PMC10502281","","10.1111/iwj.14198"
"4970",37800814,"Identification of two immune subtypes and four hub immune-related genes in ovarian cancer through multiple analysis","Tang Q, Zhang H, Tang R.","Medicine (Baltimore). 2023 Oct 6;102(40):e35246. doi: 10.1097/MD.0000000000035246.","Tang Q","Medicine (Baltimore)",2023,"2023/10/06","PMC10553066","","10.1097/MD.0000000000035246"
"4971",36897681,"The construction of a novel ferroptosis-related lncRNA model to predict prognosis in colorectal cancer patients","Chen W, Deng J, Zhou Y.","Medicine (Baltimore). 2023 Mar 10;102(10):e33114. doi: 10.1097/MD.0000000000033114.","Chen W","Medicine (Baltimore)",2023,"2023/03/10","PMC9997773","","10.1097/MD.0000000000033114"
"4972",37964995,"Comparative transcriptome provides insights into gene regulation network associated with the resistance to Fusarium wilt in grafted wax gourd Benincasa hispida","Zhu B, Li C, Wang M, Chen J, Hu Y, Huang W, Wang H.","Front Plant Sci. 2023 Oct 27;14:1277500. doi: 10.3389/fpls.2023.1277500. eCollection 2023.","Zhu B","Front Plant Sci",2023,"2023/11/15","PMC10641703","","10.3389/fpls.2023.1277500"
"4973",37887385,"Structured Lipids Engineering for Health: Novel Formulations Enriched in n-3 Long-Chain Polyunsaturated Fatty Acids with Potential Nutritional Benefits","Lopes PA, Alfaia CM, Pestana JM, Prates JAM.","Metabolites. 2023 Oct 8;13(10):1060. doi: 10.3390/metabo13101060.","Lopes PA","Metabolites",2023,"2023/10/27","PMC10608893","","10.3390/metabo13101060"
"4974",37682347,"In vitro and in vivo toxicity of carbon dots with different chemical compositions","Kuznietsova H, Géloën A, Dziubenko N, Zaderko A, Alekseev S, Lysenko V, Skryshevsky V.","Discov Nano. 2023 Sep 8;18(1):111. doi: 10.1186/s11671-023-03891-9.","Kuznietsova H","Discov Nano",2023,"2023/09/08","PMC10491573","","10.1186/s11671-023-03891-9"
"4975",36778706,"Genome-wide characterization of the PP2C gene family in peanut (Arachis hypogaea L.) and the identification of candidate genes involved in salinity-stress response","Wu Z, Luo L, Wan Y, Liu F.","Front Plant Sci. 2023 Jan 27;14:1093913. doi: 10.3389/fpls.2023.1093913. eCollection 2023.","Wu Z","Front Plant Sci",2023,"2023/02/13","PMC9911800","","10.3389/fpls.2023.1093913"
"4976",36914811,"Family-based analysis of the contribution of rare and common genetic variants to school performance in schizophrenia","Rammos A, Kirov G, Hubbard L, Walters JTR, Holmans P, Owen MJ, O'Donovan MC, Rees E.","Mol Psychiatry. 2023 May;28(5):2081-2087. doi: 10.1038/s41380-023-02013-2. Epub 2023 Mar 13.","Rammos A","Mol Psychiatry",2023,"2023/03/14","PMC10575776","","10.1038/s41380-023-02013-2"
"4977",38647554,"Differential transcriptome analysis of Sporocytophaga sp. CX11 and identification of candidate genes involved in lignocellulose degradation","Wang J, Zhuang Y, Song X, Lin X, Wang X, Yang F, Chen X.","Bioresour Bioprocess. 2023 Jan 30;10(1):8. doi: 10.1186/s40643-023-00629-4.","Wang J","Bioresour Bioprocess",2023,"2024/04/22","PMC10992098","","10.1186/s40643-023-00629-4"
"4978",37833935,"The Abundant and Unique Transcripts and Alternative Splicing of the Artificially Autododecaploid London Plane (Platanus × acerifolia)","Yan X, Chen X, Li Y, Li Y, Wang F, Zhang J, Ning G, Bao M.","Int J Mol Sci. 2023 Sep 23;24(19):14486. doi: 10.3390/ijms241914486.","Yan X","Int J Mol Sci",2023,"2023/10/14","PMC10572260","","10.3390/ijms241914486"
"4979",36902101,"Assessment of 'Cabernet Sauvignon' Grape Quality Half-Véraison to Maturity for Grapevines Grown in Different Regions","Ren Y, Sadeghnezhad E, Leng X, Pei D, Dong T, Zhang P, Gong P, Jia H, Fang J.","Int J Mol Sci. 2023 Feb 28;24(5):4670. doi: 10.3390/ijms24054670.","Ren Y","Int J Mol Sci",2023,"2023/03/11","PMC10002954","","10.3390/ijms24054670"
"4980",37334749,"Deciphering transcriptional dynamics of cardiac hypertrophy and failure in a chamber-specific manner","Zhang D, Liu J, Xiao H, Li J, Cao L, Li G.","Biomol Biomed. 2023 Nov 3;23(6):984-996. doi: 10.17305/bb.2023.8997.","Zhang D","Biomol Biomed",2023,"2023/06/19","PMC10655874","","10.17305/bb.2023.8997"
"4981",37637129,"Roles of sulfate-reducing bacteria in sustaining the diversity and stability of marine bacterial community","An L, Yan YC, Tian HL, Chi CQ, Nie Y, Wu XL.","Front Microbiol. 2023 Aug 10;14:1218828. doi: 10.3389/fmicb.2023.1218828. eCollection 2023.","An L","Front Microbiol",2023,"2023/08/28","PMC10448053","","10.3389/fmicb.2023.1218828"
"4982",36837868,"Seasonal Changes in the Structure and Function of Gut Microbiota in the Muskrat (Ondatra zibethicus)","Song F, Xu Y, Peng P, Li H, Zheng R, Zhang H, Han Y, Weng Q, Yuan Z.","Metabolites. 2023 Feb 9;13(2):248. doi: 10.3390/metabo13020248.","Song F","Metabolites",2023,"2023/02/25","PMC9966595","","10.3390/metabo13020248"
"4983",37340393,"ERBB2-PTGS2 axis promotes intervertebral disc degeneration by regulating senescence of nucleus pulposus cells","Li ZC, An F.","BMC Musculoskelet Disord. 2023 Jun 20;24(1):504. doi: 10.1186/s12891-023-06625-1.","Li ZC","BMC Musculoskelet Disord",2023,"2023/06/20","PMC10280935","","10.1186/s12891-023-06625-1"
"4984",37235776,"Total Chemical Synthesis of Glycosylated TREM2 Ectodomain","Wijegunawardena G, Castillo E, Henrickson B, Davis R, Condello C, Wu H.","ACS Chem Neurosci. 2023 Jun 7;14(11):2243-2251. doi: 10.1021/acschemneuro.3c00257. Epub 2023 May 26.","Wijegunawardena G","ACS Chem Neurosci",2023,"2023/05/26","PMC10786670","NIHMS1957036","10.1021/acschemneuro.3c00257"
"4985",37841844,"Environmental and Structural Factors Associated with Bacterial Diversity in Household Dust Across the Arizona-Sonora Border","Benton L, Lopez-Galvez N, Herman C, Caporaso G, Cope E, Rosales C, Gameros M, Lothrop N, Martínez F, Wright A, Carr T, Beamer P.","Res Sq [Preprint]. 2023 Sep 29:rs.3.rs-3325336. doi: 10.21203/rs.3.rs-3325336/v1.","Benton L","Res Sq",2023,"2023/10/16","PMC10571632","","10.21203/rs.3.rs-3325336/v1"
"4986",36916440,"Comprehensive lipid profiles investigation reveals host metabolic and immune alterations during anti-tuberculosis treatment: Implications for therapeutic monitoring","Anh NK, Phat NK, Yen NTH, Jayanti RP, Thu VTA, Park YJ, Cho YS, Shin JG, Kim DH, Oh JY, Long NP.","Biomed Pharmacother. 2023 Feb;158:114187. doi: 10.1016/j.biopha.2022.114187. Epub 2023 Jan 3.","Anh NK","Biomed Pharmacother",2023,"2023/03/14","","","10.1016/j.biopha.2022.114187"
