"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"876","GO:0022407","regulation of cell-cell adhesion",495,221,160.01,206,0.02707,4.5e-09,"Ada,Adam19,Adam8,Adora2a,Afdn,Ager,Aif1,Akna,Akt1,Ank3,Anxa1,Ap3b1,Ap3d1,Arid1a,Ass1,B2m,Bad,Bmp7,Brd2,Brd4,Card11,Casp3,Ccl5,Ccr2,Ccr5,Ccr7,Cd160,Cd244a,Cd37,Cd3e,Cd40lg,Cd44,Cd47,Cd55,Cd55b,Cd59a,Cd59b,Cd74,Cd80,Cd81,Cd83,Cd86,Cd9,Cdkn2a,Cebpb,Chst2,Cited2,Coro1a,Crtam,Ctla4,Cxcl13,Dapl1,Dlg5,Dock8,Dpp4,Dtx1,Dusp10,Dusp3,Egr3,Epb41l5,Epcam,Ephb6,Erbb2,Ets1,Fgl2,Foxp3,Fstl3,Fut7,Gata3,Gcnt1,Gimap3,Gimap5,Glmn,Gstp1,Gtpbp4,H2-D1,H2-K1,H2-Oa,H2-Ob,H2-Q1,H2-Q4,H2-Q6,H2-Q7,H2-T23,Havcr2,Hmgb1,Hspb1,Hspd1,Icam1,Icos,Icosl,Il10,Il12rb1,Il18,Il1rl2,Il1rn,Il2,Il2ra,Il2rg,Il4ra,Il6,Il6ra,Il6st,Il7,Il7r,Irak1,Itch,Itga4,Itga6,Itgal,Itpkb,Jag1,Jak1,Jak2,Jak3,Kif26b,Kifap3,Kitl,L1cam,Lag3,Lax1,Lef1,Lgals1,Lgals3,Lilrb4a,Lilrb4b,Loxl3,Lrrc32,Lyn,Mad1l1,Magi1,Malt1,Mapk14,Mapk7,Mbp,Mdga2,Mfsd2b,Myadm,Nck2,Ndfip1,Nf2,Nfat5,Nfkbid,Notch1,Nr4a3,Pag1,Pdcd1lg2,Pde4d,Pik3r1,Pik3r6,Plaur,Ppm1f,Prdx2,Prkar1a,Prkca,Prkcd,Prkcq,Prkcz,Prnp,Ptafr,Pten,Ptk2,Ptpn22,Ptpn6,Pycard,Rara,Rasgrp1,Rgcc,Rhoh,Ripor2,Rps3,Runx1,Runx3,Sdc4,Sele,Selenok,Selp,Serpine2,Sh2b3,Skap1,Slamf1,Slfn1,Smad7,Smarcd2,Smarcd3,Socs5,Sox4,Spint2,Spn,Src,St3gal4,Stat5a,Stat5b,Swap70,Tbx21,Tespa1,Tgfb1,Tigit,Tmx1,Tnfaip3,Tnfrsf13c,Tnfsf11,Tnfsf13b,Tnfsf4,Tnfsf9,Traf6,Twsg1,Tyk2,Ubash3b,Vsir,Wnk1,Xcl1,Zap70,Zbtb1,Zc3h12a,Zc3h12d,Zdhhc2,Zfp35,Zfp608,Zfp703,Zmiz1"
"877","GO:0002637","regulation of immunoglobulin production",103,43,33.3,1800,0.02708,0.02767,"6030468B19Rik,Atad5,Cd22,Cd37,Cd40lg,Cd86,Clcf1,Dnajb9,Exosc3,Foxp1,Foxp3,H2-D1,H2-K1,H2-Q1,H2-Q4,H2-Q6,H2-Q7,H2-T23,Hmces,Ighm,Il10,Il2,Il4ra,Il6,Lilrb4a,Ndfip1,Nsd2,Parp3,Phb1,Rif1,Siglecg,Stat6,Tbx21,Tgfb1,Tmbim6,Tnfaip3,Tnfrsf4,Tnfsf4,Traf2,Traf6,Trex1,Trp53bp1,Xcl1"
"878","GO:2000403","positive regulation of lymphocyte migration",40,23,12.93,848,0.02708,0.00089,"Adam10,Adam17,Adam8,Aif1,Ccl20,Ccl5,Ccr2,Ccr7,Cd99l2,Coro1a,Cxcl10,Cxcl13,Dock8,Itga4,Itgb3,Madcam1,Pycard,Selenok,Spn,Stk39,Tnfsf4,Wnk1,Xcl1"
"879","GO:0032088","negative regulation of NF-kappaB transcription factor activity",76,33,24.57,1795,0.02709,0.0276,"Aim2,Anxa4,Arrb2,Brms1,Ccdc22,Cdkn2a,Chuk,Commd1,Commd6,Dab2ip,Dap,Foxp3,Gfi1,Havcr2,Irak1,Irak2,Itch,Mturn,Nfkbia,Nfkbid,Nfkbil1,Nod2,Ppp2cb,Prdx2,Prmt2,Psmd10,Pycard,Siva1,Tnfaip3,Traf3,Trim37,Ufl1,Zc3h12a"
"880","GO:0032411","positive regulation of transporter activity",76,33,24.57,1796,0.02709,0.0276,"Abcb1a,Abcb1b,Actn2,Adrb2,Akap7,Antkmt,Arc,Atp1b1,Atp1b3,Atp7a,Calm1,Calm2,Calm3,Cnksr3,Cox17,Cracr2a,Ctss,Dmd,Ehd3,Gstm7,Gsto1,Hspa2,Ikbkb,Ndufa4,Nedd4l,Prkcd,Scn1b,Slc9a1,Stim2,Sumo1,Tesc,Trpc6,Vmp1"
"881","GO:0035304","regulation of protein dephosphorylation",76,33,24.57,1797,0.02709,0.0276,"2810408A11Rik,Arpp19,Calm1,Calm2,Calm3,Cdca2,Cmya5,Cnep1r1,Cry2,Ensa,Gna12,Hsp90b1,Ikbkb,Itga1,Mfhas1,Nck2,Nsmf,Pink1,Ppp1r11,Ppp1r12a,Ppp1r16b,Ppp2r5a,Ppp2r5d,Ppp4r4,Prkcd,Ptbp1,Rock1,Slc39a10,Swap70,Tgfb1,Vrk3,Ywhab,Ywhae"
"882","GO:0002699","positive regulation of immune effector process",285,123,92.13,581,0.02712,7.4e-05,"6030468B19Rik,Ankrd17,Anxa1,Appl2,Arid5a,Atad5,B2m,Brd2,Brd4,Card9,Casp1,Casp4,Ccr2,Ccr7,Cd160,Cd177,Cd244a,Cd37,Cd55,Cd55b,Cd74,Cd81,Cd86,Clcf1,Crtam,Ddx1,Dnajb9,Dpp4,Exosc3,Fer,Fgr,Foxp1,Foxp3,Fzd5,Gata1,Gata3,Gimap3,Gimap5,Gprc5b,H2-Bl,H2-D1,H2-K1,H2-M3,H2-Q1,H2-Q4,H2-Q6,H2-Q7,H2-T23,H2-T24,H2-T26,H2-T27,H60b,Hk1,Hmces,Hspd1,Il10,Il18,Il18r1,Il18rap,Il2,Il4ra,Il6,Irf5,Itgam,Kit,Klrc2,Klrk1,Lacc1,Lag3,Lamp1,Lbp,Lilrb4a,Lta,Malt1,Mapkapk2,Ms4a2,Nfkbid,Nod1,Nod2,Nr4a3,Nsd2,Panx1,Phb1,Prkcz,Ptafr,Ptpn22,Ptpn6,Pvr,Pycard,Rap1a,Rara,Rasgrp1,Rif1,Rigi,Rps19,Rtn4,Sh2d1a,Slamf1,Slamf6,Socs5,Sphk2,Stap1,Stat5a,Stat5b,Stat6,Stxbp1,Tbx21,Tgfb1,Ticam1,Ticam2,Tirap,Tlr2,Tlr7,Tnfrsf4,Tnfsf4,Traf2,Traf6,Trp53bp1,Tyrobp,Vamp8,Vav1,Xcl1,Zbtb1"
"883","GO:0046823","negative regulation of nucleocytoplasmic transport",27,14,8.73,1794,0.02727,0.02758,"Bard1,Cabp1,Cdk5,Ei24,Mdfic,Nup153,Pkia,Pkig,Rab23,Rangap1,Rbm10,Sp100,Sumo1,Txn1"
"884","GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response",42,20,13.58,1802,0.02731,0.02769,"Card9,Casp1,Casp4,Cd74,Ddx1,Gprc5b,Kit,Mapkapk2,Nod1,Nod2,Nr4a3,Panx1,Pycard,Rigi,Rtn4,Ticam1,Ticam2,Tirap,Tlr2,Tlr7"
"885","GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation",42,20,13.58,1803,0.02731,0.02769,"Bmpr1a,Calcrl,Camk2d,Ddx39b,Ern1,Frs2,Gnai2,Grk2,Jak2,Jun,Ldlrap1,Map3k5,Mdm2,Mef2d,Nox1,Nqo2,Nr4a3,Pak1,Ppargc1a,Src"
"886","GO:0030866","cortical actin cytoskeleton organization",42,20,13.58,1804,0.02731,0.02769,"Anln,Arf6,Calr,Cdk5,Ect2,Ehd2,Epb41,Epb41l2,Ezr,Fmnl1,Ikbkb,Iqgap1,Iqgap2,Llgl1,Plec,Plek,Pls1,Racgap1,Rhoq,Rock1"
"887","GO:0048259","regulation of receptor-mediated endocytosis",125,51,40.41,1806,0.02736,0.02802,"Abca2,Ahi1,Anxa2,Ap2m1,Arc,Arrb2,Atxn2,B2m,Bicd1,Bmp2k,Ccr7,Cd2ap,Dgkd,Dlg4,Dnajc6,Dnm2,Drd3,Dtnbp1,Hip1,Hip1r,Itgav,Itgb3,Kif3a,Ldlrap1,Lrpap1,Mkln1,Mtmr2,Nedd4,Neu3,Nsf,Numb,Pard3,Picalm,Plk2,Ppt1,Prkca,Ptpn5,Rab21,Rabgef1,Rin3,Rnf216,Sele,Serpine1,Sh3gl3,Sirt2,Smap1,Syt11,Tbc1d5,Tnk2,Trf,Unc119"
"888","GO:0051261","protein depolymerization",119,54,38.47,991,0.0274,0.00194,"Actn2,Add1,Add3,Apc,Arhgef1,Arpc2,Camsap1,Camsap2,Capg,Capza2,Capzb,Carmil1,Ccn2,Cib1,Ckap2,Diaph3,Dnajc6,Dstn,Eps8,Evl,Gak,Gas2l1,Hdac6,Katnb1,Kif18a,Kif19a,Kif2c,Lima1,Map1a,Map1s,Map2,Map6d1,Mical1,Mid1ip1,Nckap5,Nckap5l,Pik3ca,Plek,Scin,Sgk1,Sh3bp1,Sh3gl1,Sh3gl3,Sptan1,Stmn1,Svil,Swap70,Tmod1,Tpx2,Twf1,Twf2,Vill,Vps4a,Wdr1"
"889","GO:0032386","regulation of intracellular transport",275,124,88.9,426,0.0276,5.8e-06,"Abca2,Actn2,Anp32b,Anxa2,Arfip1,Arhgap1,Arv1,Atp13a2,Atp9a,B3gat3,Bag3,Bard1,Bcap31,Borcs5,Brca1,Cabp1,Cd81,Cdc42,Cdk1,Cdk5,Cdkn2a,Cep290,Commd1,Dbn1,Dennd10,Derl2,Dynlt2b,Ect2,Edem1,Efcab7,Ehd1,Ehd2,Ei24,Eif3e,Emd,Ergic3,Erlec1,Ezr,Frat1,Gsk3b,Hcls1,Ice1,Ier3,Ifi27,Il6,Inpp4b,Inpp5f,Ipo5,Iws1,Jak2,Jup,Kif20b,Kif3a,Lamp1,Lcp1,Ldlrap1,Map2,Mapk1,Mapk14,Mdfic,Mdm2,Msn,Mtmr2,Ndrg4,Nedd4,Nefh,Nf2,Nolc1,Nup153,Oaz1,Oaz2,Oaz3,Os9,Pik3r1,Pkia,Pkig,Plk3,Pln,Ppp1cc,Ppp1r12a,Prkaca,Prkcd,Prkcq,Psen1,Ptpn22,Ptpn5,Rab11a,Rab21,Rab23,Rab29,Ran,Rangap1,Rbm10,Rhot1,Rint1,Ripor1,Rnf139,Sar1b,Scp2,Septin8,Sfn,Sp100,Spag5,Src,Stk11,Sumo1,Tardbp,Tgfb1,Thoc2,Tmem30a,Tmem30b,Tnfrsf1a,Tnnt2,Txn1,Ubac2,Ube2j1,Vps11,Wipf1,Wnk1,Yipf5,Yod1,Ywhae,Zc3h12a,Zdhhc2"
"890","GO:2000404","regulation of T cell migration",50,27,16.16,896,0.02766,0.00123,"Adam10,Adam17,Adam8,Aif1,Ccl20,Ccl5,Ccr2,Ccr6,Ccr7,Cd200r1,Cd99l2,Coro1a,Cxcl10,Cxcl13,Dock8,Ecm1,Itga4,Itgb3,Pycard,Ripk3,Ripor2,Selenok,Spn,Stk39,Tnfsf4,Wnk1,Xcl1"
"891","GO:0031331","positive regulation of cellular catabolic process",332,124,107.32,1815,0.02769,0.02877,"Abca2,Abcd1,Acsl5,Adam8,Adam9,Adrb2,Ager,Ago2,Akt2,Alkbh5,Ang,Atf6,Atg7,Atm,Bag3,Bax,Bcl2l11,Bid,Btg2,Celf1,Cnot2,Cnot6l,Daglb,Dapk1,Dcp1a,Dcps,Elavl1,Exosc2,Exosc3,Exosc5,Exosc8,Foxo1,Foxo3,Fto,Git1,Gpld1,Grsf1,Gsk3b,Gtpbp1,Hif1a,Hmgb1,Hnrnpr,Hnrnpu,Hsf1,Il6,Ins2,Irs2,Itch,Kat2b,Khsrp,Larp1,Ldlr,Lsm1,Mettl3,Mid2,Mtdh,Mtln,Myc,Nod1,Nod2,Nprl2,Optn,Ormdl3,Parn,Pim2,Pink1,Pip4k2a,Pip4k2b,Plk2,Plk3,Polr2g,Ppp2ca,Prkaa1,Prkcd,Prxl2c,Psen1,Pum1,Rab3gap1,Rab3gap2,Ralb,Rida,Rnf152,Rnf31,Rock1,Rptor,Sesn2,Sesn3,Sh3bp4,Slc25a4,Snx30,Snx33,Snx9,Sqstm1,Sting1,Stk11,Tardbp,Tfeb,Ticam1,Tlr2,Tmem59,Tnfrsf1b,Tob1,Tpcn1,Trim12a,Trim13,Trim30c,Trim30d,Trim5,Trim65,Trp53inp1,Ttc5,Ufl1,Ulk1,Usp20,Ybx1,Ythdf1,Ythdf2,Ythdf3,Zbtb20,Zc3h12a,Zc3h12d,Zc3h18,Zfp36l1,Zfp36l2"
"892","GO:0051125","regulation of actin nucleation",37,18,11.96,1808,0.02788,0.02825,"Abi2,Arfip1,Carmil1,Carmil3,Coro1a,Coro1b,Cyfip1,Fchsd2,Fmn1,Gmfb,Gmfg,Hip1r,Rnh1,Scin,Washc2,Washc3,Washc4,Whamm"
"893","GO:1901185","negative regulation of ERBB signaling pathway",32,16,10.34,1809,0.02796,0.0283,"Dab2ip,Dusp3,Errfi1,Gprc5a,Itga1,Lgmn,Mvp,Psen1,Psen2,Ptprj,Rnf115,Snx5,Socs5,Vps25,Zfyve28,Zgpat"
"894","GO:0032367","intracellular cholesterol transport",32,16,10.34,1810,0.02796,0.0283,"Abca1,Abca2,Anxa2,Arl8b,Arv1,Cd320,Ldlr,Ldlrap1,Lrp6,Pip4k2a,Scp2,Star,Stard4,Vps4a,Vps51,Vps54"
"895","GO:0001974","blood vessel remodeling",55,25,17.78,1813,0.02798,0.02842,"Abr,Acvrl1,Ahr,Angpt2,Atg5,Atp7a,Axl,Bak1,Bax,Bcr,Bmpr2,Ccr2,Cst3,Epas1,Gja1,Il18,Itga4,Jag1,Lif,Lrp1,Mdm2,Nos3,Rbpj,Tgfbr3,Tmbim1"
"896","GO:0030193","regulation of blood coagulation",55,25,17.78,1814,0.02798,0.02842,"Ano6,Anxa2,Anxa5,Cd9,Enpp4,F2r,Hpse,Klkb1,Nfe2l2,Plat,Plaur,Prdx2,Prkcd,Psg23,Serpinc1,Serpine1,Serpine2,Sh2b3,St3gal4,Tbxa2r,Tfpi,Thbs1,Tmx1,Ubash3b,Vkorc1"
"897","GO:0002764","immune response-regulating signaling pathway",476,212,153.87,226,0.02832,1.2e-08,"Ada,Aim2,Akt1,Ankrd17,Ap3b1,Appl2,Arf6,Arrb2,Aurkb,Bax,Bcar1,Bcl2,Bcl2a1d,Braf,Btnl4,Cacnb4,Card11,Casp1,Casp4,Ccr7,Cd160,Cd22,Cd2ap,Cd300lf,Cd38,Cd3e,Cd47,Cd79b,Cd81,Cd86,Cd8a,Chuk,Cmtm3,Csnk1a1,Ctla4,Ctsh,Cyba,Dab2ip,Dusp3,Ecsit,Eif2ak2,Eif2b3,Elf1,Ezr,Fbxl2,Fer,Fosl2,Foxp1,Foxp3,Fyb1,Fyn,Gata3,Gfi1,Gpld1,Gpr108,Gramd4,Grb2,H2-D1,H2-K1,H2-Q1,H2-Q4,H2-Q6,H2-Q7,Havcr2,Hmgb1,Hras,Hspd1,Icosl,Ifi206,Ifi208,Ifi213,Ifi35,Ighm,Ipo5,Irak1,Irak2,Irf4,Itch,Itgam,Itk,Kcnn4,Kit,Klhl6,Klrc2,Klrk1,Lacc1,Lamp2,Lat,Lat2,Lax1,Lbp,Lcp2,Lgals3,Lilrb4a,Lilrb4b,Lime1,Lipa,Lpxn,Lrrfip2,Lsm14a,Ltf,Ly96,Lyn,Malt1,Mapk1,Mapkapk2,Mapkapk3,Mfhas1,Myo1g,Nek7,Nfam1,Nfkb1,Nfkbia,Nfkbid,Nfkbil1,Ninj1,Nlrp1a,Nlrp1b,Nlrx1,Nmi,Nod1,Nod2,Nop53,Nr4a3,Nras,Oas1a,Oas1g,Oas3,Oasl1,Pde4b,Pde4d,Pdpk1,Phb1,Pik3ap1,Pik3r1,Plekha1,Plscr1,Ppp2ca,Prkch,Prkd2,Prnp,Psen1,Psen2,Pten,Ptpn22,Ptpn6,Ptprj,Ptprs,Pum1,Pvrig,Pycard,Rab29,Rabgef1,Rap1a,Rigi,Rnf125,Rnf135,Rnf31,Rps3,Rps6ka3,Rtn4,Sarm1,Sec14l1,Sh2d1a,Sirt2,Skap1,Skint8,Sla2,Slc15a3,Slc39a10,Smpdl3b,Sos1,Sqstm1,Src,Stap1,Sting1,Stk11,Stmp1,Tasl,Tespa1,Themis,Ticam1,Ticam2,Tirap,Tlr1,Tlr12,Tlr2,Tlr7,Tmem126a,Tnfaip3,Tnip3,Traf3,Traf3ip3,Traf6,Trat1,Trex1,Trim25,Txk,Tyro3,Tyrobp,Ube2n,Unc93b1,Usp50,Wdfy1,Wnk1,Ywhae,Zap70,Zc3h12a,Zcchc3,Zdhhc12,Zdhhc18,Znrf1"
"898","GO:0010906","regulation of glucose metabolic process",106,44,34.27,1843,0.02835,0.02898,"Acadm,Actn3,Adipor1,Akt1,Akt2,Arpp19,Bad,Bckdk,C1qtnf12,Dgat2,Dyrk2,Epm2aip1,Foxk1,Foxo1,Gnmt,Gpld1,Gpt2,Hif1a,Hmgb1,Igfbp4,Il6,Ins2,Irs2,Kat2a,Kat2b,Lcmt1,Mlycd,Nln,Nr3c1,Pdk1,Pdk3,Pgp,Pmaip1,Ppp4r3a,Prkaca,Rora,Sesn2,Sorbs1,Src,Stk11,Tcf7l2,Trp53,Zfp692,Zmpste24"
"899","GO:0001892","embryonic placenta development",106,44,34.27,1844,0.02835,0.02898,"Akt1,Bmp7,Bptf,Cdkn1c,Cebpa,Cebpb,Cited2,Dnajb6,E2f8,Eomes,Epas1,Fbxw8,Fzd5,Grb2,Grhl2,Hif1a,Hsf1,Il10,Itga4,Itgav,Junb,Lef1,Lif,Mapk1,Med1,Ncoa3,Ncoa6,Nfe2,Phlda2,Plk4,Prdm1,Rbpj,Socs3,Sp1,Spint2,St14,Stk3,Stk4,Syde1,Taf10,Tfeb,Tmed2,Xist,Zfp36l1"
"900","GO:0043414","macromolecule methylation",167,66,53.98,1845,0.02848,0.02926,"Akt1,Alkbh8,Antkmt,Atf7ip,Btg2,Bud23,Camkmt,Comt,Dalrd3,Eef1akmt1,Eef1akmt2,Ehmt2,Eomes,Etfbkmt,Ezh2,Fam98b,Fbl,Ftsj3,Gnas,Gnasas1,Hells,Kmt2a,Kmt5a,Larp7,Larp7-ps,Lcmt1,Lcmt2,Mbd4,Mettl1,Mettl15,Mettl21a,Mettl3,Mettl8,Mrm1,Mtrr,N6amt1,Ndufaf7,Nop2,Nsun5,Ntmt1,Ppm1d,Prdm1,Prmt1,Prmt2,Prmt3,Prmt5,Prmt7,Ramac,Rbm15,Rlf,Smarca5,Smchd1,Snrpd3,Tarbp1,Thada,Thumpd2,Thumpd3,Tmt1a,Tmt1a2,Trmo,Trmt1,Trmt13,Trmt61a,Vcpkmt,Wdr4,Wdr6"
"901","GO:0060670","branching involved in labyrinthine layer morphogenesis",13,8,4.2,1816,0.02855,0.02878,"Fzd5,Grb2,Grhl2,Il10,Socs3,Spint2,St14,Tmed2"
"902","GO:0044771","meiotic cell cycle phase transition",13,8,4.2,1817,0.02855,0.02878,"Ccnb2,Cdc20,Cdc25b,Cdc25c,Knl1,Ndc80,Ttk,Zwint"
"903","GO:1901203","positive regulation of extracellular matrix assembly",13,8,4.2,1818,0.02855,0.02878,"Dag1,Emilin1,Phldb1,Rgcc,Smad3,Smad4,Tgfb1,Tgfbr1"
"904","GO:1904816","positive regulation of protein localization to chromosome, telomeric region",13,8,4.2,1819,0.02855,0.02878,"Cct3,Cct4,Cct5,Cct7,Cct8,Dkc1,Gnl3,Wrap53"
"905","GO:0033689","negative regulation of osteoblast proliferation",13,8,4.2,1820,0.02855,0.02878,"Ahr,Atraid,Axin2,Bcl2,Eif2ak2,Mn1,Nf2,Smad3"
"906","GO:0007096","regulation of exit from mitosis",13,8,4.2,1821,0.02855,0.02878,"Birc5,Cdc14a,Cdca5,Cdkn1b,Cdkn1c,Rgcc,Tgfb1,Ube2c"
"907","GO:0002468","dendritic cell antigen processing and presentation",13,8,4.2,1822,0.02855,0.02878,"Ccr7,Cd74,Fgl2,Mpeg1,Nod1,Nod2,Slc11a1,Thbs1"
"908","GO:0030644","intracellular chloride ion homeostasis",13,8,4.2,1823,0.02855,0.02878,"Cacna1a,Ckb,Fasl,Ptk2,Spp1,Stk39,Wnk1,Wnk4"
"909","GO:0043201","response to leucine",13,8,4.2,1824,0.02855,0.02878,"Lars1,Rptor,Rragd,Sesn2,Sesn3,Stambpl1,Ubr1,Ubr2"
"910","GO:1903867","extraembryonic membrane development",13,8,4.2,1825,0.02855,0.02878,"Bmp7,Dnajb6,E2f8,Fzd5,Htra1,Map3k4,Taf10,Tmed2"
"911","GO:0061687","detoxification of inorganic compound",13,8,4.2,1826,0.02855,0.02878,"Abcb6,Atp7a,Mt1,Mt2,Mt3,Slc11a1,Slc39a8,Txn1"
"912","GO:0050847","progesterone receptor signaling pathway",13,8,4.2,1827,0.02855,0.02878,"Errfi1,Klf9,Mapk1,Nedd4,Phb1,Src,Wbp2,Zdhhc7"
"913","GO:0009130","pyrimidine nucleoside monophosphate biosynthetic process",13,8,4.2,1828,0.02855,0.02878,"Cad,Dhodh,Dut,Nme3,Shmt1,Tyms,Uck2,Umps"
"914","GO:0071380","cellular response to prostaglandin E stimulus",13,8,4.2,1829,0.02855,0.02878,"Adcy6,Akap8,Akt1,Gnas,Prkaa1,Ptger2,Ptger4,Tnfsf4"
"915","GO:1902337","regulation of apoptotic process involved in morphogenesis",13,8,4.2,1830,0.02855,0.02878,"Bax,Bmp7,Cdkn2a,Notch1,Tgfbr3,Tnfrsf1a,Tnfrsf1b,Vdr"
"916","GO:0071493","cellular response to UV-B",13,8,4.2,1831,0.02855,0.02878,"Cdkn1a,Crip1,Map3k20,Mapk11,Mapk14,Nlrp1a,Nlrp1b,Stk11"
"917","GO:0090306","meiotic spindle assembly",13,8,4.2,1832,0.02855,0.02878,"Aspm,Aurka,Ccnb2,Cenpe,Fbxo5,Ndc80,Pten,Septin1"
"918","GO:0071280","cellular response to copper ion",13,8,4.2,1833,0.02855,0.02878,"Atp7a,Daxx,Hsf1,Mt1,Mt2,Mt3,Nfe2l2,Prnp"
"919","GO:0006491","N-glycan processing",13,8,4.2,1834,0.02855,0.02878,"Fut8,Ganc,Man2a1,Mgat4a,Prkcsh,St8sia1,St8sia4,St8sia6"
"920","GO:0071233","cellular response to leucine",13,8,4.2,1835,0.02855,0.02878,"Lars1,Rptor,Rragd,Sesn2,Sesn3,Stambpl1,Ubr1,Ubr2"
"921","GO:2000774","positive regulation of cellular senescence",13,8,4.2,1836,0.02855,0.02878,"Abi3,B2m,Eef1e1,Ilk,Kras,Morc3,Trp53,Ypel3"
"922","GO:0006271","DNA strand elongation involved in DNA replication",13,8,4.2,1837,0.02855,0.02878,"Gins1,Lig1,Lig3,Pcna,Pola1,Pold2,Pold3,Pole"
"923","GO:0006206","pyrimidine nucleobase metabolic process",13,8,4.2,1838,0.02855,0.02878,"Aldh6a1,Cad,Cmpk1,Ctps1,Ctps2,Dhodh,Mapk1,Umps"
"924","GO:0150079","negative regulation of neuroinflammatory response",13,8,4.2,1839,0.02855,0.02878,"Cd200r1,Cst7,Grn,Ldlr,Pparg,Syt11,Tafa3,Tnfrsf1b"
"925","GO:0006521","regulation of cellular amino acid metabolic process",13,8,4.2,1840,0.02855,0.02878,"Apc,Atcay,Atp2b4,Cln3,Comt,Ins2,Oaz1,Sirt4"
"926","GO:0035437","maintenance of protein localization in endoplasmic reticulum",13,8,4.2,1841,0.02855,0.02878,"Gja1,Grik5,Hspa5,Insig2,Kdelr2,Kdelr3,Os9,Rer1"
"927","GO:0048667","cell morphogenesis involved in neuron differentiation",636,228,205.59,1871,0.02863,0.03019,"Abi2,Ablim1,Actg1,Actr2,Actr3,Adam10,Adam17,Adnp,Afdn,Afg3l2,Alcam,Als2,Ank3,Ankrd27,Apbb1,Apbb2,Apc,Aplp1,Aplp2,Arc,Arhgap35,Arhgap4,Arhgef25,Atg7,Atp7a,Atp8a2,Auts2,B3gnt2,B4galt5,Bcl11b,Bcl2,Bhlhb9,Bmp7,Bmpr2,Boc,Braf,Bsg,Cabp4,Cacna1a,Camk2a,Camk2b,Cc2d1a,Ccr5,Cd2ap,Cdc42,Cdh2,Cdk5,Cfap418,Cit,Clic5,Cnp,Cntnap1,Cobl,Crabp2,Cttn,Cux1,Cux2,Cxcr4,Cyfip1,Dag1,Dbn1,Diaph1,Dip2a,Dip2b,Dlg4,Dnm2,Dscam,Dscaml1,Dst,Dtnbp1,Ece1,Egr2,Eif4g2,Emb,Ephb6,Erbb2,Evl,Farp1,Fbxo31,Fbxw8,Foxp1,Fstl4,Fyn,Gata3,Gdi1,Grcc10,Gsk3b,Hdac6,Hprt1,Id2,Igf1r,Ilk,Ist1,Itga4,Itgb1,Kalrn,Kidins220,Kif13b,Kif5a,Kif5c,Klf7,Kndc1,L1cam,Lama3,Lamc1,Lamc2,Llgl1,Lmo4,Lmtk2,Lrp1,Lzts1,Macf1,Map1a,Map1s,Map2,Map6,Mark2,Matn2,Mbp,Mef2a,Megf8,Metrn,Mt3,Myh10,Myo7a,Ncam1,Nectin1,Nedd4,Nedd4l,Nefh,Nefm,Neo1,Nfix,Nin,Notch1,Nptn,Nr4a2,Nr4a3,Nrn1,Nrp1,Nrp2,Nsmf,Ntn1,Ntn4,Ntng2,Ntrk3,Numb,Olfm1,Pafah1b1,Pak1,Parp6,Pdlim5,Picalm,Pls1,Plxna1,Plxna2,Plxnb2,Plxnc1,Plxnd1,Prkca,Prmt3,Psen1,Ptch1,Pten,Ptk2,Ptprs,Rab10,Rab21,Rac1,Rapgef2,Raph1,Rere,Rest,Ripor2,Rpl4,Rtn4,Runx3,Ryk,Sarm1,Scn1b,Sema3f,Sema4a,Sema4b,Sgk1,Shtn1,Sin3a,Sipa1l1,Skil,Slc1a3,Slc25a46,Smad4,Smurf1,Sod1,Spr,Ssna1,Stau2,Stk11,Stmn1,Stxbp1,Sult4a1,Tctn1,Tet1,Tiam1,Tmem106b,Tnfrsf12a,Tnik,Top2b,Trak2,Triobp,Trpc6,Trpv2,Ttc3,Ttc8,Ttl,Tubb2b,Twf2,Ulk1,Usp33,Vasp,Vax2,Vim,Wdr36,Wls,Wnt3,Ythdf1,Ywhah,Zdhhc15,Zfyve27"
"928","GO:0045582","positive regulation of T cell differentiation",120,55,38.79,913,0.02874,0.00134,"Ada,Adam8,Anxa1,Ap3b1,Ap3d1,Arid1a,Bad,Brd2,Brd4,Ccr2,Ccr7,Cd74,Cd83,Dusp10,Egr3,Foxp3,Gata3,Gimap3,Gimap5,Il18,Il1rl2,Il2,Il2ra,Il2rg,Il4ra,Il6,Il7,Il7r,Itpkb,Lef1,Lilrb4a,Lilrb4b,Malt1,Nfkbid,Pik3r6,Prkcz,Rara,Rasgrp1,Rhoh,Runx1,Runx3,Smarcd2,Smarcd3,Socs5,Sox4,Stat5a,Stat5b,Tespa1,Tgfb1,Tnfsf4,Tnfsf9,Vsir,Zap70,Zbtb1,Zmiz1"
